"","MAC_ID","fullSpecies","SEX_ID","Common_name","Population_1","Pop_code","Latitude","Longitude","LatLongEst","Elevation","Years","Year_1","Year_final","Breeding_Cycle","Moult","Life_Stage","BC_Mean","BC_SE","BC_SE2","BC_CV","BC_N","BC_SD","BC_Min","BC_Max","MaxLate_Cort","MaxLate_Cort_estimated","SC_Mean","SC_SE","SC_SE2","SC_CV","SC_N","SC_SD","SC_Min","SC_Max","LateStressCort","Lab_ID","HomeRange_Mean_Ha","Carnivore","Herbivore","Omnivore","meanMass","bin","nlcd_year","percent_preferred","species","lab","homerange","diet","sex","Ref_ID","fullspeciesBT"
"115",299,"Picoides borealis","299m","Red-cockaded woodpecker","North Carolina, USA","Picoides borealis1",34.63,-77.317,"Reported",7,"2006",2006,2006,"Breeding","null","Courtship",4.16,1.121,1.256641,76.21795,8,3.170666807,NA,NA,3,"N",25.9,6.58,43.2964,71.85734,8,18.61105106,NA,NA,30,"IT Moore",80,0,0,1,49.6,100,2006,0.203,"Picoides borealis","IT Moore",80,"AO","M",168,"Picoides_borealis"
"116",300,"Picoides borealis","300f","Red-cockaded woodpecker","North Carolina, USA","Picoides borealis1",34.63,-77.317,"Reported",7,"2006",2006,2006,"Breeding","null","Young care",5.87,2.803,7.856809,67.5305,2,3.964040615,NA,NA,3,"N",22.96,21.14,446.8996,130.2111,2,29.89646856,NA,NA,30,"IT Moore",80,0,0,1,47.6,100,2006,0.203,"Picoides borealis","IT Moore",80,"AO","F",168,"Picoides_borealis"
"117",300,"Picoides borealis","300m","Red-cockaded woodpecker","North Carolina, USA","Picoides borealis1",34.63,-77.317,"Reported",7,"2006",2006,2006,"Breeding","null","Young care",13.197,4.267,18.207289,85.54536,7,11.28942084,NA,NA,3,"N",55.3,3.5,12.25,16.74526,7,9.26012878,NA,NA,30,"IT Moore",80,0,0,1,49.6,100,2006,0.203,"Picoides borealis","IT Moore",80,"AO","M",168,"Picoides_borealis"
"118",301,"Picoides borealis","301f","Red-cockaded woodpecker","North Carolina, USA","Picoides borealis1",34.63,-77.317,"Reported",7,"2006",2006,2006,"Breeding","null","Courtship",7.048,2.285,5.221225,97.26163,9,6.855,NA,NA,3,"N",37.8,5.46,29.8116,43.33333,9,16.37999874,NA,NA,30,"IT Moore",80,0,0,1,47.6,100,2006,0.203,"Picoides borealis","IT Moore",80,"AO","F",168,"Picoides_borealis"
"119",301,"Picoides borealis","301m","Red-cockaded woodpecker","North Carolina, USA","Picoides borealis1",34.63,-77.317,"Reported",7,"2006",2006,2006,"Breeding","null","Courtship",5.755,1.767,3.122289,92.11121,9,5.301,NA,NA,3,"N",38.92,5.18,26.8324,37.64453,8,14.65125108,NA,NA,30,"IT Moore",80,0,0,1,49.6,100,2006,0.203,"Picoides borealis","IT Moore",80,"AO","M",168,"Picoides_borealis"
"120",304,"Plectrophenax nivalis","304f","Snow bunting","Arctic Research Facility, Barrow, Alaska, USA","Plectrophenax nivalis1",71.1221,-156.396,"Reported",5,"1994-1995",1994,1995,"Breeding","null","Prebreeding",7.47,1.1,1.21,41.6502,8,3.111269837,NA,NA,2,"N",25.85,4.63,21.4369,50.66003,8,13.09561776,NA,NA,60,"Wingfield",50,0,0,1,34.5,100,2001,0.273,"Plectrophenax nivalis","Wingfield",50,"AO","F",128,"Plectrophenax_nivalis"
"121",304,"Plectrophenax nivalis","304m","Snow bunting","Arctic Research Facility, Barrow, Alaska, USA","Plectrophenax nivalis1",71.1221,-156.396,"Reported",5,"2006",2006,2006,"Breeding","null","Prebreeding",4.63,1.34,1.7956,81.85945,8,3.790092347,NA,NA,2,"N",30.3,3.34,11.1556,31.17804,8,9.44694612,NA,NA,60,"Wingfield",50,0,0,1,33.8,100,2001,0.273,"Plectrophenax nivalis","Wingfield",50,"AO","M",128,"Plectrophenax_nivalis"
"122",310,"Setophaga caerulescens","310m","Black-throated blue warbler","hardwood forest in Woodstock, New Hampshire, USA","Setophaga caerulescens1",43.93,-71.75,"Reported",610,"2006",2006,2006,"Breeding","N","Young care",32.56,2.03,4.1209,51.78884,69,16.86244644,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwabl",2.5,1,0,0,9.8,10,2011,1,"Setophaga caerulescens","Schwabl",2.5,"C","M",434,"Dendroica_caerulescens"
"123",311,"Setophaga caerulescens","311m","Black-throated blue warbler","hardwood forest in Woodstock, New Hampshire, USA","Setophaga caerulescens1",43.93,-71.75,"Reported",610,"2003-2005",2003,2005,"Breeding","N","Courtship",42.35,2.21,4.8841,54.73123,110,23.17867554,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schwabl",2.5,1,0,0,9.8,10,2011,1,"Setophaga caerulescens","Schwabl",2.5,"C","M",434,"Dendroica_caerulescens"
"124",312,"Setophaga chrysoparia","312m","Golden-cheeked warbler","Fort Hood, Texas, USA","Setophaga chrysoparia1",31.133,-97.767,"Reported",309,"2003-2005",2003,2005,"Breeding","null","Prebreeding, Breeding",6.3516,0.9775,0.95550625,46.16947,9,2.9325,NA,NA,3,"N",65.2539,8.5068,72.36564624,36.87268,8,24.06086173,NA,NA,30,"Romero",4.15,1,0,0,9.87,10,2011,0,"Setophaga chrysoparia","Romero",4.15,"C","M",42,"Dendroica_chrysoparia"
"125",313,"Setophaga chrysoparia","313m","Golden-cheeked warbler","Fort Hood, Texas, USA","Setophaga chrysoparia1",31.133,-97.767,"Reported",309,"1994-1995",1994,1995,"Breeding","null","Prebreeding, Breeding",4.2579,1.4157,2.00420649,94.04176,8,4.004204281,NA,NA,3,"N",68.8144,7.9955,63.92802025,34.8568,9,23.98649778,NA,NA,30,"Romero",4.15,1,0,0,9.87,10,2011,0,"Setophaga chrysoparia","Romero",4.15,"C","M",42,"Dendroica_chrysoparia"
"126",314,"Setophaga chrysoparia","314m","Golden-cheeked warbler","Fort Hood, Texas, USA","Setophaga chrysoparia1",31.133,-97.767,"Reported",309,"2003-2005",2003,2005,"Breeding","null","Prebreeding, Breeding",2.299,0.7585,0.57532225,80.81505,6,1.85793797,NA,NA,3,"N",65.0563,6.8027,46.27672729,27.66566,7,17.99825477,NA,NA,30,"Romero",4.15,1,0,0,9.87,10,2011,0,"Setophaga chrysoparia","Romero",4.15,"C","M",42,"Dendroica_chrysoparia"
"127",315,"Setophaga chrysoparia","315m","Golden-cheeked warbler","Fort Hood, Texas, USA","Setophaga chrysoparia1",31.133,-97.767,"Reported",309,"1988-1990",1988,1990,"Breeding","null","Prebreeding, Breeding",3.104,0.4551,0.20711601,50.78971,12,1.576512645,NA,NA,3,"N",69.2928,3.4027,11.57836729,16.28665,11,11.28547581,NA,NA,30,"Romero",4.15,1,0,0,9.87,10,2011,0,"Setophaga chrysoparia","Romero",4.15,"C","M",42,"Dendroica_chrysoparia"
"128",316,"Setophaga coronata","316m","Yellow-rumped warbler","Phoenix, Arizona, USA","Setophaga coronata1",33.52837,-112.076,"Reported",340,"1988-1990",1988,1990,"Nonbreeding","null","null",13.72,1.554156,2.415400872,25.32943,5,3.475198464,10.4,19.5,1.5,"N",48.62,8.379224,70.21139484,38.53664,5,18.73651437,27.7,74.6,50,"Wingfield",0.6,0,0,1,12.9,1,1992,1,"Setophaga coronata","Wingfield",0.6,"AO","M",648,"Dendroica_coronata"
"129",316,"Setophaga coronata","316f","Yellow-rumped warbler","Phoenix, Arizona, USA","Setophaga coronata1",33.52837,-112.076,"Reported",340,"1989-1992",1989,1992,"Nonbreeding","null","null",12.6,2.482606,6.163332551,34.12698,3,4.299999727,7.8,16.1,1.5,"N",40.3,4.648656,21.61000261,19.97942,3,8.05170626,34.1,49.4,50,"Wingfield",0.6,0,0,1,12.2,1,1992,1,"Setophaga coronata","Wingfield",0.6,"AO","F",648,"Dendroica_coronata"
"130",319,"Setophaga petechia","319f","Yellow warbler","Jennings Randolph Lake, Maryland/West Virginia, USA","Setophaga petechia1",39.4,-79.117,"Reported",676,"2000-2001",2000,2001,"Breeding","null","Incubation",28.3,4.6,21.16,72.69196,20,20.57182539,NA,NA,3,"N",66.9,5.5,30.25,36.76644,20,24.59674836,NA,NA,30,"Holberton",0.78,1,0,0,9.6,1,2001,0.231,"Setophaga petechia","Holberton",0.78,"C","F",317,"Dendroica_aestiva"
"131",320,"Setophaga petechia","320m","Yellow warbler","Jennings Randolph Lake, Maryland/West Virginia, USA","Setophaga petechia1",39.4,-79.117,"Reported",676,"2008",2008,2008,"Nonbreeding","null","null",25.8,3.3,10.89,57.20174,20,14.75804865,NA,NA,3,"N",105,10.9,118.81,46.42503,20,48.7462815,NA,NA,30,"Holberton",0.78,1,0,0,10,1,2001,0.693,"Setophaga petechia","Holberton",0.78,"C","M",317,"Dendroica_aestiva"
"132",321,"Setophaga petechia","321f","Yellow warbler","Jennings Randolph Lake, Maryland/West Virginia, USA","Setophaga petechia1",39.4,-79.117,"Reported",676,"2000-2001",2000,2001,"Breeding","null","Young care",20.6,3.9,15.21,59.86836,10,12.33288287,NA,NA,3,"N",59.2,6.6,43.56,35.25512,10,20.87103104,NA,NA,30,"Holberton",0.78,1,0,0,9.6,1,2001,0.231,"Setophaga petechia","Holberton",0.78,"C","F",317,"Dendroica_aestiva"
"133",321,"Setophaga petechia","321m","Yellow warbler","Jennings Randolph Lake, Maryland/West Virginia, USA","Setophaga petechia1",39.4,-79.117,"Reported",676,"2008",2008,2008,"Breeding","null","Young care",30.8,4.9,24.01,47.72727,9,14.7,NA,NA,3,"N",92.6,9.2,84.64,29.80562,9,27.60000412,NA,NA,30,"Holberton",0.78,1,0,0,10,1,2001,0.231,"Setophaga petechia","Holberton",0.78,"C","M",317,"Dendroica_aestiva"
"134",330,"Spinus pinus","330f","Pine siskin","Duvall, Washington, USA","Spinus pinus1",47.7423,-121.986,"Reported",50,"1997",1997,1997,"Breeding","null","null",9.85,2.64,6.9696,65.6513,6,6.466652921,NA,NA,3,"N",30.9,2.16,4.6656,17.12265,6,5.29089885,NA,NA,60,"Wingfield",1.2,0,0,1,12.91,10,2001,0.028,"Spinus pinus","Wingfield",1.2,"AO","F",34,"Carduelis_pinus"
"135",330,"Spinus pinus","330m","Pine siskin","Duvall, Washington, USA","Spinus pinus1",47.7423,-121.986,"Reported",50,"1990",1990,1990,"Breeding","null","null",7.48,1.29,1.6641,51.73797,9,3.87,NA,NA,3,"N",44.14,7.91,62.5681,53.76076,9,23.72999946,NA,NA,60,"Wingfield",1.2,0,0,1,12.91,10,2001,0.028,"Spinus pinus","Wingfield",1.2,"AO","M",34,"Carduelis_pinus"
"136",331,"Spinus pinus","331f","Pine siskin","Duvall, Washington, USA","Spinus pinus1",47.7423,-121.986,"Reported",50,"1996",1996,1996,"Breeding","null","null",11.51,1.89,3.5721,51.92619,10,5.976704778,NA,NA,3,"N",39.29,4.7,22.09,37.82821,10,14.86270371,NA,NA,60,"Wingfield",1.2,0,0,1,12.91,10,2001,0.028,"Spinus pinus","Wingfield",1.2,"AO","F",34,"Carduelis_pinus"
"137",331,"Spinus pinus","331m","Pine siskin","Duvall, Washington, USA","Spinus pinus1",47.7423,-121.986,"Reported",50,"2003-2005",2003,2005,"Breeding","null","null",13.35,1.87,3.4969,44.29557,10,5.913459225,NA,NA,3,"N",49.78,3.84,14.7456,24.39362,10,12.14314404,NA,NA,60,"Wingfield",1.2,0,0,1,12.91,10,2001,0.028,"Spinus pinus","Wingfield",1.2,"AO","M",34,"Carduelis_pinus"
"138",332,"Spinus tristis","332m","American goldfinch","Michigan, USA","Spinus tristis3",44,-85,"Reported",330,"2000-2001",2000,2001,"Nonbreeding","null","null",3.1,0.3,0.09,57.25239,35,1.774823935,NA,NA,2.5,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dawson",314,0,1,0,12,1000,1992,0.539,"Spinus tristis","Dawson",314,"H","M",269,"Carduelis_tristis"
"139",333,"Spinus tristis","333m","American goldfinch","Michigan, USA","Spinus tristis3",44,-85,"Reported",330,"2000-2001",2000,2001,"Breeding","null","null",3.3,0.2,0.04,35.85503,35,1.183215957,NA,NA,2.5,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dawson",314,0,1,0,12,1000,1992,0.539,"Spinus tristis","Dawson",314,"H","M",269,"Carduelis_tristis"
"140",336,"Spinus tristis","336f","American goldfinch","Duvall, Washington, USA","Spinus tristis1",47.7423,-121.986,"Reported",50,"1997",1997,1997,"Breeding","null","null",5.89,1.55,2.4025,45.58028,3,2.684678752,NA,NA,3,"N",24.51,1.64,2.6896,11.58941,3,2.840564391,NA,NA,60,"Wingfield",314,0,1,0,12,1000,2001,0.737,"Spinus tristis","Wingfield",314,"H","F",34,"Carduelis_tristis"
"141",336,"Spinus tristis","336m","American goldfinch","Duvall, Washington, USA","Spinus tristis1",47.7423,-121.986,"Reported",50,"1990",1990,1990,"Breeding","null","null",6.26,0.803,0.644809,42.54393,11,2.663249707,NA,NA,3,"N",37.87,4.93,24.3049,43.17655,11,16.35095949,NA,NA,60,"Wingfield",314,0,1,0,12,1000,2001,0.737,"Spinus tristis","Wingfield",314,"H","M",34,"Carduelis_tristis"
"142",337,"Spinus tristis","337f","American goldfinch","Duvall, Washington, USA","Spinus tristis1",47.7423,-121.986,"Reported",50,"1996",1996,1996,"Breeding","null","null",13.36,2.84,8.0656,52.06999,6,6.95655087,NA,NA,3,"N",22.28,2.91,8.4681,31.99289,6,7.128015892,NA,NA,60,"Wingfield",314,0,1,0,12,1000,2001,0.737,"Spinus tristis","Wingfield",314,"H","F",34,"Carduelis_tristis"
"143",337,"Spinus tristis","337m","American goldfinch","Duvall, Washington, USA","Spinus tristis1",47.7423,-121.986,"Reported",50,"1990-1996",1990,1996,"Breeding","null","null",11.31,2.43,5.9049,67.94284,10,7.684334714,NA,NA,3,"N",41.12,8.13,66.0969,62.52266,10,25.70931779,NA,NA,60,"Wingfield",314,0,1,0,12,1000,2001,0.737,"Spinus tristis","Wingfield",314,"H","M",34,"Carduelis_tristis"
"144",338,"Spizella arborea","338m","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"1997",1997,1997,"Breeding","null","Young care",17.81,3.6,12.96,57.17202,8,10.18233765,NA,NA,3,"N",44.7362,5.11,26.1121,32.30776,8,14.45326413,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","M",92,"Spizella_arborea"
"145",338,"Spizella arborea","338f","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Young care",14.99,2.6,6.76,54.84938,10,8.221921916,NA,NA,3,"N",29.76,3.23,10.4329,34.32176,10,10.21415578,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","F",92,"Spizella_arborea"
"146",339,"Spizella arborea","339m","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"1996",1996,1996,"Breeding","null","Prebreeding",25.74,3.3,10.89,36.26189,8,9.333809512,NA,NA,3,"N",85.1084,11.23,126.1129,37.32092,8,31.76323788,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","M",92,"Spizella_arborea"
"147",339,"Spizella arborea","339f","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Prebreeding",17.02,2.3,5.29,42.73348,10,7.273238618,NA,NA,3,"N",20.364,2.21,4.8841,34.31857,10,6.988633595,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","F",92,"Spizella_arborea"
"148",340,"Spizella arborea","340m","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"<1992",NA,NA,"Breeding","null","Prebreeding",14.4,1.9,3.61,37.31952,8,5.374011537,NA,NA,1,"N",51.53,10.37,107.5369,56.91983,8,29.3307884,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","M",102,"Spizella_arborea"
"149",340,"Spizella arborea","340f","American tree sparrow","Toolik Lake Research Station, Alaska, USA","Spizella arborea1",68.633,-149.633,"Reported",720,"1989",1989,1989,"Breeding","null","Prebreeding",25.8,4.2,17.64,48.83721,9,12.6,NA,NA,1,"N",43.24,18.23,332.3329,126.4801,9,54.68999524,NA,NA,30,"Wingfield",15.9,0,0,1,18,100,2001,0.544,"Spizella arborea","Wingfield",15.9,"AO","F",102,"Spizella_arborea"
"150",343,"Sturnus vulgaris","343f","Starling","Tufts Veterinary School, North Grafton, Massachusetts, USA","Sturnus vulgaris1",42.233,-71.7,"Reported",130,"2004-2005",2004,2005,"Breeding","null","Incubation, Young care",8.83,1.78,3.1684,72.68269,13,6.41788127,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romero",2800,0,0,1,81,1000,2006,0.485,"Sturnus vulgaris","Romero",2800,"AO","F",266,"Sturnus_vulgaris"
"151",353,"Toxostoma curvirostre","353m","Curve-billed thrasher","Hell's Canyon, Arizona, USA","Toxostoma curvirostre3",33.944,-112.385,"Reported",1644,"2003-2005",2003,2005,"Nonbreeding","null","null",17.92,4.98,24.8004,62.14073,5,11.13561853,NA,NA,3,"N",37,5.12,26.2144,30.94235,5,11.4486695,NA,NA,30,"Deviche",3,0,0,1,80.89,10,2006,1,"Toxostoma curvirostre","Deviche",3,"AO","M",23,"Toxostoma_curvirostre"
"152",354,"Toxostoma curvirostre","354m","Curve-billed thrasher","Hell's Canyon, Arizona, USA","Toxostoma curvirostre3",33.944,-112.385,"Reported",1644,"2003-2005",2003,2005,"Breeding","null","null",14.25,2.68,7.1824,70.36942,14,10.0276418,NA,NA,3,"N",27.61,7.35,54.0225,99.60587,14,27.50118071,NA,NA,30,"Deviche",3,0,0,1,80.89,10,2006,1,"Toxostoma curvirostre","Deviche",3,"AO","M",23,"Toxostoma_curvirostre"
"153",355,"Toxostoma curvirostre","355m","Curve-billed thrasher","Hell's Canyon, Arizona, USA","Toxostoma curvirostre3",33.944,-112.385,"Reported",1644,"2008",2008,2008,"Nonbreeding","Y","null",17.82,6.27,39.3129,70.37037,4,12.54,NA,NA,3,"N",47.44,10.51,110.4601,44.3086,4,21.01999984,NA,NA,30,"Deviche",3,0,0,1,80.89,10,2006,1,"Toxostoma curvirostre","Deviche",3,"AO","M",23,"Toxostoma_curvirostre"
"154",360,"Toxostoma curvirostre","360m","Curve-billed thrasher","Phoenix, Arizona, USA","Toxostoma curvirostre5",33.45176,-111.881,"Reported",363,"2006",2006,2006,"Breeding","null","null",4.705,0.860957,0.741246956,51.75671,8,2.435154132,1.2,7.53,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",3,0,0,1,80.89,10,1992,0.079,"Toxostoma curvirostre","Wingfield",3,"AO","M",648,"Toxostoma_curvirostre"
"155",360,"Toxostoma curvirostre","360f","Curve-billed thrasher","Phoenix, Arizona, USA","Toxostoma curvirostre5",33.45176,-111.881,"Reported",363,"1988-1990",1988,1990,"Breeding","null","null",2.6,0.712975,0.508333351,67.17019,6,1.746424949,1,5.7,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",3,0,0,1,75.83,10,1992,0.079,"Toxostoma curvirostre","Wingfield",3,"AO","F",648,"Toxostoma_curvirostre"
"156",361,"Toxostoma curvirostre","361f","Curve-billed thrasher","Phoenix, Arizona, USA","Toxostoma curvirostre5",33.45176,-111.881,"Reported",363,"1989",1989,1989,"Nonbreeding","null","null",3.3,1.8,3.24,77.13892,2,2.545584412,1.5,5.1,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",3,0,0,1,75.83,10,1992,0.079,"Toxostoma curvirostre","Wingfield",3,"AO","F",648,"Toxostoma_curvirostre"
"157",361,"Toxostoma curvirostre","361m","Curve-billed thrasher","Phoenix, Arizona, USA","Toxostoma curvirostre5",33.45176,-111.881,"Reported",363,"2006",2006,2006,"Nonbreeding","null","null",8.9,4.834712,23.37444012,94.08952,3,8.373966824,3.9,18.6,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",3,0,0,1,80.89,10,1992,0.079,"Toxostoma curvirostre","Wingfield",3,"AO","M",648,"Toxostoma_curvirostre"
"158",364,"Vestiaria coccinea","364m","Iiwi","Hakalau Forest National Wildlife Refuge, Hawaii, USA","Vestiaria coccinea1",19.8211,-155.331,"Reported",1829,"2009",2009,2009,"Breeding","null","null",18.69,1.71,2.9241,NA,10,5.407494799,1.71,11.8,1,"N",31.65,NA,NA,NA,1,NA,NA,NA,30,"Wingfield",0.09,0,0,1,18,1,1992,0.833,"Vestiaria coccinea","Wingfield",0.09,"AO","M",648,"Vestiaria_coccinea"
"159",365,"Vestiaria coccinea","365m","Iiwi","Hakalau Forest National Wildlife Refuge, Hawaii, USA","Vestiaria coccinea1",19.8211,-155.331,"Reported",1829,"2009",2009,2009,"Nonbreeding","null","null",10.3,0.99,0.9801,NA,35,5.856918985,2.5,24.76,3,"N",30.1,30.06,903.6036,244.6235,6,73.6316735,26.47,38.1,34.2,"Wingfield",0.09,0,0,1,18,1,1992,0.833,"Vestiaria coccinea","Wingfield",0.09,"AO","M",648,"Vestiaria_coccinea"
"160",365,"Vestiaria coccinea","365f","Iiwi","Hakalau Forest National Wildlife Refuge, Hawaii, USA","Vestiaria coccinea1",19.8211,-155.331,"Reported",1829,"1993",1993,1993,"Nonbreeding","null","null",9.57,1.26,1.5876,54.2854,17,5.195113088,1.17,21.07,3,"N",23.45,3.31,10.9561,34.57489,6,8.107811705,10.4,33.03,34.2,"Wingfield",0.09,0,0,1,18,1,1992,0.833,"Vestiaria coccinea","Wingfield",0.09,"AO","F",648,"Vestiaria_coccinea"
"161",366,"Vireo griseus","366m","White-eyed vireo","Fort Hood, Texas, USA","Vireo griseus1",31.133,-97.767,"Reported",309,"2007",2007,2007,"Breeding","null","Prebreeding, Breeding",3.8159,0.6949,0.48288601,51.50748,8,1.965474009,NA,NA,3,"N",57.2645,6.9494,48.29416036,32.10782,7,18.38638258,NA,NA,30,"Romero",1.3,0,0,1,12,10,2011,0.444,"Vireo griseus","Romero",1.3,"AO","M",42,"Vireo_griseus"
"162",367,"Vireo griseus","367m","White-eyed vireo","Fort Hood, Texas, USA","Vireo griseus1",31.133,-97.767,"Reported",309,"2007",2007,2007,"Breeding","null","Prebreeding, Breeding",3.1588,0.3729,0.13905441,35.41535,9,1.1187,NA,NA,3,"N",54.5126,13.8982,193.1599632,57.00943,5,31.07732254,NA,NA,30,"Romero",1.3,0,0,1,12,10,2011,0.444,"Vireo griseus","Romero",1.3,"AO","M",42,"Vireo_griseus"
"163",368,"Vireo griseus","368m","White-eyed vireo","Fort Hood, Texas, USA","Vireo griseus1",31.133,-97.767,"Reported",309,"1988-1990",1988,1990,"Breeding","null","Prebreeding, Breeding",6.8237,1.5593,2.43141649,60.4587,7,4.125520019,NA,NA,3,"N",57.0167,14.576,212.459776,44.27891,3,25.24637328,NA,NA,30,"Romero",1.3,0,0,1,12,10,2011,0.444,"Vireo griseus","Romero",1.3,"AO","M",42,"Vireo_griseus"
"164",369,"Vireo griseus","369m","White-eyed vireo","Fort Hood, Texas, USA","Vireo griseus1",31.133,-97.767,"Reported",309,"1989",1989,1989,"Breeding","null","Prebreeding, Breeding",4.8447,0.6949,0.48288601,47.57204,11,2.304722567,NA,NA,3,"N",54.0956,5.9322,35.19099684,36.37058,11,19.67488347,NA,NA,30,"Romero",1.3,0,0,1,12,10,2011,0.444,"Vireo griseus","Romero",1.3,"AO","M",42,"Vireo_griseus"
"165",370,"Vireo olivaceus","370m","Red-eyed vireo","oak-hickory forests on the Current River Conservation Area, Reynolds County, southeastern Missouri, USA","Vireo olivaceus1",37.13333,-91.05,"Reported",355,"2003-2005",2003,2005,"Breeding","null","Postbreeding",28,2.7,7.29,21.56208,5,6.037383539,NA,NA,4,"N",49.7,5.7,32.49,25.64505,5,12.74558985,NA,NA,30,"Millspaugh",1.84,0,0,1,19,10,2001,1,"Vireo olivaceus","Millspaugh",1.84,"AO","M",314,"Vireo_olivaceus"
"166",370,"Vireo olivaceus","370f","Red-eyed vireo","oak-hickory forests on the Current River Conservation Area, Reynolds County, southeastern Missouri, USA","Vireo olivaceus1",37.13333,-91.05,"Reported",355,"2001",2001,2001,"Breeding","null","Postbreeding",20.6,5.4,29.16,58.61537,5,12.07476708,NA,NA,4,"N",64.5,5.7,32.49,19.7606,5,12.745587,NA,NA,30,"Millspaugh",1.84,0,0,1,19,10,2001,1,"Vireo olivaceus","Millspaugh",1.84,"AO","F",314,"Vireo_olivaceus"
"167",392,"Zenaida asiatica","392m","White-winged dove","Alhambra, Phoenix, Arizona, USA","Zenaida asiatica1",33.52837,-112.076,"Reported",340,"1988",1988,1988,"Breeding","null","null",4.183333,1.329515,1.767610135,77.84783,6,3.256633355,1,9.7,2,"N",22.63333,4.908813,24.09644507,53.12557,6,12.02408557,9.2,45,60,"Wingfield",4,0,1,0,153,10,1992,0.963,"Zenaida asiatica","Wingfield",4,"H","M",648,"Zenaida_asiatica"
"168",392,"Zenaida asiatica","392f","White-winged dove","Alhambra, Phoenix, Arizona, USA","Zenaida asiatica1",33.52837,-112.076,"Reported",340,"1989",1989,1989,"Breeding","null","null",4.1,1.655798,2.741667017,80.77063,4,3.311596,1.2,7.4,2,"N",28.675,2.199384,4.837289979,15.34008,4,4.39876794,24.9,34.1,60,"Wingfield",4,0,1,0,153,10,1992,0.963,"Zenaida asiatica","Wingfield",4,"H","F",648,"Zenaida_asiatica"
"169",393,"Zonotrichia albicollis","393m","White-throated sparrow","Northwoods Stewardship Center, East Charleston, Orleans County, Vermont, USA","Zonotrichia albicollis1",44.5,-71.59,"Reported",351.8,"1988",1988,1988,"Breeding","null","null",12.89,1.93,3.7249,53.98537,13,6.958713962,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breuner",0.99,0,0,1,25.35,1,2006,0.546,"Zonotrichia albicollis","Breuner",0.99,"AO","M",181,"Zonotrichia_albicollis"
"170",394,"Zonotrichia albicollis","394m","White-throated sparrow","Northwoods Stewardship Center, East Charleston, Orleans County, Vermont, USA","Zonotrichia albicollis1",44.5,-71.59,"Reported",351.8,"1988",1988,1988,"Breeding","null","null",16.98,1.51,2.2801,33.27387,14,5.649902654,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breuner",0.99,0,0,1,25.35,1,2006,0.546,"Zonotrichia albicollis","Breuner",0.99,"AO","M",181,"Zonotrichia_albicollis"
"171",395,"Zonotrichia albicollis","395f","White-throated sparrow","Northwoods Stewardship Center, East Charleston, Orleans County, Vermont, USA","Zonotrichia albicollis1",44.5,-71.59,"Reported",351.8,"2003-2005",2003,2005,"Breeding","null","null",15.56,4.83,23.3289,98.16068,10,15.2738011,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breuner",0.99,0,0,1,24.7,1,2006,0.546,"Zonotrichia albicollis","Breuner",0.99,"AO","F",181,"Zonotrichia_albicollis"
