"","MAC_ID","fullSpecies","SEX_ID","Common_name","Population_1","Pop_code","Latitude","Longitude","LatLongEst","Elevation","Years","Year_1","Year_final","Breeding_Cycle","Moult","Life_Stage","BC_Mean","BC_SE","BC_SE2","BC_CV","BC_N","BC_SD","BC_Min","BC_Max","MaxLate_Cort","MaxLate_Cort_estimated","SC_Mean","SC_SE","SC_SE2","SC_CV","SC_N","SC_SD","SC_Min","SC_Max","LateStressCort","Lab_ID","HomeRange_Mean_Ha","Carnivore","Herbivore","Omnivore","meanMass","bin","nlcd_year","percent_preferred","species","lab","homerange","diet","sex","Ref_ID","fullspeciesBT"
"172",396,"Zonotrichia albicollis","396f","White-throated sparrow","Northwoods Stewardship Center, East Charleston, Orleans County, Vermont, USA","Zonotrichia albicollis1",44.5,-71.59,"Reported",351.8,"2003-2005",2003,2005,"Breeding","null","null",11.53,2.42,5.8564,81.28898,15,9.372619698,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breuner",0.99,0,0,1,24.7,1,2006,0.546,"Zonotrichia albicollis","Breuner",0.99,"AO","F",181,"Zonotrichia_albicollis"
"173",397,"Zonotrichia albicollis","397m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",30,"1988",1988,1988,"Breeding","null","Young care",4.26,0.871,0.758641,67.81174,11,2.888780192,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",28,"Zonotrichia_albicollis"
"174",398,"Zonotrichia albicollis","398m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",30,"1988",1988,1988,"Breeding","null","Young care",3.37,0.93,0.8649,73.01332,7,2.460548719,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",28,"Zonotrichia_albicollis"
"175",399,"Zonotrichia albicollis","399m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",30,"1988",1988,1988,"Breeding","null","Young care",10.05,2.6,6.76,93.27794,13,9.374433316,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",28,"Zonotrichia_albicollis"
"176",400,"Zonotrichia albicollis","400m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",30,"1988",1988,1988,"Breeding","null","Young care",5.96,1.14,1.2996,60.48652,10,3.604996533,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",28,"Zonotrichia_albicollis"
"177",401,"Zonotrichia albicollis","401f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Prebreeding",3.5332,0.515,0.265225,50.49282,12,1.784012332,NA,NA,3,"N",97.7067,3.9161,15.33583921,14.45111,13,14.11970269,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"178",401,"Zonotrichia albicollis","401m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"1989",1989,1989,"Breeding","null","Prebreeding",7.7327,1.1587,1.34258569,56.06655,14,4.335458414,NA,NA,3,"N",97.7067,3.9161,15.33583921,14.45111,13,14.11970269,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"179",402,"Zonotrichia albicollis","402f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Incubation",4.9437,0.7081,0.50140561,70.16946,24,3.468967374,NA,NA,3,"N",51.9996,5.2221,27.27032841,30.12773,9,15.66629909,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"180",402,"Zonotrichia albicollis","402m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2003-2005",2003,2005,"Breeding","null","Incubation",4.0581,1.2232,1.49621824,95.31796,10,3.868098034,NA,NA,3,"N",51.9996,5.2221,27.27032841,30.12773,9,15.66629909,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"181",403,"Zonotrichia albicollis","403m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2003-2005",2003,2005,"Breeding","null","Young care",4.3103,0.3864,0.14930496,43.91726,24,1.892965673,NA,NA,3,"N",59.1605,9.7904,95.85193216,40.53631,6,23.98148368,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"182",403,"Zonotrichia albicollis","403f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Young care",3.9727,0.7082,0.50154724,61.75339,12,2.453276764,NA,NA,3,"N",59.1605,9.7904,95.85193216,40.53631,6,23.98148368,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"183",404,"Zonotrichia albicollis","404f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Prebreeding",6.8557,1.0299,1.06069401,52.03959,12,3.567678253,NA,NA,3,"N",53.4091,5.2221,27.27032841,32.42846,11,17.31974863,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"184",404,"Zonotrichia albicollis","404m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2005-2006",2005,2006,"Breeding","null","Prebreeding",9.7041,1.6738,2.80160644,64.53753,14,6.262786134,NA,NA,3,"N",100.8859,14.3592,206.1866246,53.25542,14,53.72720977,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"185",405,"Zonotrichia albicollis","405m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2005-2006",2005,2006,"Breeding","null","Incubation",4.033,0.7082,0.50154724,58.24036,11,2.348833677,NA,NA,3,"N",55.1794,6.5258,42.58606564,37.39872,10,20.6363893,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"186",405,"Zonotrichia albicollis","405f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Incubation",3.9537,0.7727,0.59706529,87.40217,20,3.455619452,NA,NA,3,"N",35.7671,3.264,10.653696,38.71709,18,13.8479803,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"187",406,"Zonotrichia albicollis","406f","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2002-2006",2002,2006,"Breeding","null","Young care",5.9438,1.3515,1.82655225,78.76667,12,4.681733333,NA,NA,3,"N",41.6227,8.4839,71.97655921,53.928,7,22.44628966,NA,NA,30,"Holberton",0.99,0,0,1,24.7,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","F",44,"Zonotrichia_albicollis"
"188",406,"Zonotrichia albicollis","406m","White-throated sparrow","Penobscot Experimental Forest, Bradley, Maine, USA","Zonotrichia albicollis2",44.867,-68.633,"Reported",45,"2005-2006",2005,2006,"Breeding","null","Young care",8.4049,0.9012,0.81216144,55.71479,27,4.682772563,NA,NA,3,"N",91.7086,13.0516,170.3442626,34.86016,6,31.96976469,NA,NA,30,"Holberton",0.99,0,0,1,25.35,1,2006,1,"Zonotrichia albicollis","Holberton",0.99,"AO","M",44,"Zonotrichia_albicollis"
"189",407,"Zonotrichia atricapilla","407f","Golden-crowned sparrow","Bodega Bay, California, USA","Zonotrichia atricapilla1",38.31867,-123.059,"Reported",13,"2001",2001,2001,"Nonbreeding","null","null",1.32,0.07823,0.006119933,13.25216,5,0.174927598,1.16,1.58,2,"N",26.498,4.987679,24.87694181,42.08918,5,11.15279092,11.92,42.96,36,"Wingfield",9.4,0,0,1,30.3,10,2001,0.395,"Zonotrichia atricapilla","Wingfield",9.4,"AO","F",648,"Zonotrichia_atricapilla"
"190",407,"Zonotrichia atricapilla","407m","Golden-crowned sparrow","Bodega Bay, California, USA","Zonotrichia atricapilla1",38.31867,-123.059,"Reported",13,"2005-2006",2005,2006,"Nonbreeding","null","null",1.005,0.025,0.000625,3.517944,2,0.035355339,0.98,1.03,2,"N",15.78,5.92,35.0464,53.05541,2,8.372143698,9.86,21.7,36,"Wingfield",9.4,0,0,1,32.8,10,2001,0.395,"Zonotrichia atricapilla","Wingfield",9.4,"AO","M",648,"Zonotrichia_atricapilla"
"191",409,"Zonotrichia atricapilla","409m","Golden-crowned sparrow","Davis, California, USA","Zonotrichia atricapilla2",38.52761,-121.784,"Reported",18,"2002-2006",2002,2006,"Nonbreeding","null","null",2.104,0.4025,0.16200625,42.77646,5,0.900017361,1.13,3.28,2,"N",24.314,2.874438,8.262393816,26.43514,5,6.42743994,17.12,30.72,54,"Wingfield",9.4,0,0,1,32.8,10,2001,0.379,"Zonotrichia atricapilla","Wingfield",9.4,"AO","M",648,"Zonotrichia_atricapilla"
"192",413,"Zonotrichia leucophrys","413m","White-crowned sparrow","Rocky Mountain Biological Laboratory, Gothic, Colorado, USA","Zonotrichia leucophrys7",38.959,-106.989,"Reported",2900,"2002-2006",2002,2006,"Breeding","null","null",10.16,1.75,3.0625,106.1784,38,10.78772451,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,30,"Romero",0.11,0,0,1,27.3,1,2011,0.273,"Zonotrichia leucophrys","Romero",0.11,"AO","M",96,"Zonotrichia_leucophrys"
"193",414,"Zonotrichia leucophrys","414m","White-crowned sparrow","Rocky Mountain Biological Laboratory, Gothic, Colorado, USA","Zonotrichia leucophrys7",38.959,-106.989,"Reported",2900,"2001",2001,2001,"Breeding","null","null",12.77,2.16,4.6656,50.74393,9,6.48,NA,NA,3,"N",31.12,2.49,6.2001,24.00386,9,7.470001232,NA,NA,30,"Romero",0.11,0,0,1,27.3,1,2011,0.273,"Zonotrichia leucophrys","Romero",0.11,"AO","M",96,"Zonotrichia_leucophrys"
"194",415,"Zonotrichia leucophrys","415m","White-crowned sparrow","Rocky Mountain Biological Laboratory, Gothic, Colorado, USA","Zonotrichia leucophrys7",38.959,-106.989,"Reported",2900,"2001",2001,2001,"Breeding","null","null",13.39,3.99,15.9201,89.39507,9,11.97,NA,NA,3,"N",38.34,6.97,48.5809,54.53834,9,20.90999956,NA,NA,30,"Romero",0.11,0,0,1,27.3,1,2011,0.273,"Zonotrichia leucophrys","Romero",0.11,"AO","M",96,"Zonotrichia_leucophrys"
"195",416,"Zonotrichia leucophrys","416m","White-crowned sparrow","Rocky Mountain Biological Laboratory, Gothic, Colorado, USA","Zonotrichia leucophrys7",38.959,-106.989,"Reported",2900,"2001",2001,2001,"Breeding","null","null",18.1,0.16,0.0256,1.976635,5,0.357770876,NA,NA,3,"N",51.62,15.57,242.4249,67.44591,5,34.81557874,NA,NA,30,"Romero",0.11,0,0,1,27.3,1,2011,0.273,"Zonotrichia leucophrys","Romero",0.11,"AO","M",96,"Zonotrichia_leucophrys"
"196",417,"Zonotrichia leucophrys","417m","White-crowned sparrow","Rocky Mountain Biological Laboratory, Gothic, Colorado, USA","Zonotrichia leucophrys7",38.959,-106.989,"Reported",2900,"1997",1997,1997,"Breeding","null","null",8.54,3.5,12.25,108.4324,7,9.260129589,NA,NA,3,"N",36.6,9.4,88.36,67.95099,7,24.87006234,NA,NA,30,"Romero",0.11,0,0,1,27.3,1,2011,0.273,"Zonotrichia leucophrys","Romero",0.11,"AO","M",96,"Zonotrichia_leucophrys"
"197",421,"Zonotrichia leucophrys","421f","White-crowned sparrow","Yakima County, Washington, USA","Zonotrichia leucophrys16",46.133,-119.833,"Reported",325,"1989-1990",1989,1990,"Nonbreeding","null","null",2.3313,3.2396,10.49500816,NA,NA,NA,NA,NA,3,"Y",10.4967,3.4702,12.04228804,NA,NA,NA,NA,NA,30,"Wingfield",20,0,0,1,25.5,100,1992,0.005,"Zonotrichia leucophrys","Wingfield",20,"AO","F",40,"Zonotrichia_leucophrys"
"198",421,"Zonotrichia leucophrys","421m","White-crowned sparrow","Yakima County, Washington, USA","Zonotrichia leucophrys16",46.133,-119.833,"Reported",325,"2000",2000,2000,"Nonbreeding","null","null",8.5798,0.4628,0.21418384,NA,NA,NA,NA,NA,3,"Y",31.0912,2.314,5.354596,NA,NA,NA,NA,NA,30,"Wingfield",20,0,0,1,27.3,100,1992,0.005,"Zonotrichia leucophrys","Wingfield",20,"AO","M",40,"Zonotrichia_leucophrys"
"199",422,"Zonotrichia leucophrys","422f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"1990",1990,1990,"Breeding","null","Courtship, Incubation",16.5495,3.1241,9.76000081,NA,NA,NA,NA,NA,3,"Y",52.4045,6.3659,40.52468281,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",40,"Zonotrichia_leucophrys"
"200",422,"Zonotrichia leucophrys","422m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"2003",2003,2003,"Breeding","null","Courtship, Incubation",20.7111,1.8481,3.41547361,NA,NA,NA,NA,NA,3,"Y",119.1067,16.4224,269.6952218,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",40,"Zonotrichia_leucophrys"
"201",430,"Zonotrichia leucophrys","430m","White-crowned sparrow","Steven's Pass Ski Area, Washington, USA","Zonotrichia leucophrys11",47.744,-121.087,"Reported",1200,"2005",2005,2005,"Breeding","null","null",26.13,5.09,25.9081,67.47906,12,17.63227722,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,1992,1,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",60,"Zonotrichia_leucophrys"
"202",431,"Zonotrichia leucophrys","431m","White-crowned sparrow","Twin Harbors State Park, Washington, USA","Zonotrichia leucophrys14",46.85554,-124.103,"Reported",400,"1988- 2008",1988,2008,"Breeding","null","null",7.89,3.3,10.89,177.4489,18,14.00071427,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,1992,0.166,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",60,"Zonotrichia_leucophrys"
"203",432,"Zonotrichia leucophrys","432m","White-crowned sparrow","Hart's Pass, Washington, USA","Zonotrichia leucophrys4",48.731,-120.672,"Reported",1890,"1988-2007",1988,2007,"Breeding","null","null",11.41,2.34,5.4756,82.0333,16,9.36,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,1992,0.546,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",60,"Zonotrichia_leucophrys"
"204",433,"Zonotrichia leucophrys","433m","White-crowned sparrow","Bodega Bay Marine Laboratory, California, USA","Zonotrichia leucophrys1",38.31477,-123.07,"Reported",15,"1988-2007",1988,2007,"Breeding","null","null",8.76,1.89,3.5721,74.73918,12,6.547152053,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,1992,0.637,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",60,"Zonotrichia_leucophrys"
"205",437,"Zonotrichia leucophrys","437f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Young care",7.39,1.1,1.21,33.28383,5,2.459674775,NA,NA,3,"N",27.128,4.85,23.5225,39.97689,5,10.84493072,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",92,"Zonotrichia_leucophrys"
"206",437,"Zonotrichia leucophrys","437m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Young care",20.81,5.41,29.2681,86.22268,11,17.94294012,NA,NA,3,"N",33.593,3.5,12.25,34.55537,11,11.60818544,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",92,"Zonotrichia_leucophrys"
"207",438,"Zonotrichia leucophrys","438m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Laying, Incubation",16.01,1.3,1.69,26.93074,11,4.311612227,NA,NA,3,"N",52.897,5.25,27.5625,32.91733,11,17.41228005,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",92,"Zonotrichia_leucophrys"
"208",438,"Zonotrichia leucophrys","438f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",720,"1992, 1994",1992,1994,"Breeding","null","Laying, Incubation",10.97,3.4,11.56,69.30384,5,7.602631123,NA,NA,3,"N",30.22,1.66,2.7556,12.28284,5,3.711874248,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2001,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",92,"Zonotrichia_leucophrys"
"209",439,"Zonotrichia leucophrys","439f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Prebreeding",3.7839,0.906,0.820836,53.53941,5,2.025877588,NA,NA,3,"Y",44.0644,5.4468,29.66763024,27.64003,5,12.17941338,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",411,"Zonotrichia_leucophrys"
"210",439,"Zonotrichia leucophrys","439m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Prebreeding",6.0912,2.2785,5.19156225,83.6433,5,5.094880887,NA,NA,3,"Y",87.1351,10.8841,118.4636328,27.93087,5,24.33759151,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",411,"Zonotrichia_leucophrys"
"211",440,"Zonotrichia leucophrys","440m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Incubation",5.5394,3.1913,10.18439569,141.1174,6,7.817056616,NA,NA,3,"Y",50.3364,6.8058,46.31891364,33.11865,6,16.67073614,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",411,"Zonotrichia_leucophrys"
"212",440,"Zonotrichia leucophrys","440f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Incubation",3.2334,0.453,0.205209,34.3174,6,1.109618853,NA,NA,3,"Y",32.6324,2.2772,5.18563984,17.09337,6,5.577976872,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",411,"Zonotrichia_leucophrys"
"213",441,"Zonotrichia leucophrys","441m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Young care",3.162,1.3604,1.85068816,105.3854,6,3.332285846,NA,NA,3,"Y",52.9475,13.1573,173.1145433,60.86911,6,32.22867202,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",411,"Zonotrichia_leucophrys"
"214",441,"Zonotrichia leucophrys","441f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","Young care",5.3942,1.3698,1.87635204,67.18605,7,3.624150146,NA,NA,3,"Y",26.6406,3.6335,13.20232225,36.08529,7,9.613337768,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",411,"Zonotrichia_leucophrys"
"215",442,"Zonotrichia leucophrys","442f","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","null",3.9256,0.9127,0.83302129,56.95051,6,2.235649288,NA,NA,3,"Y",21.5575,4.9938,24.93803844,56.74249,6,12.23226228,NA,NA,30,"Wingfield",0.11,0,0,1,25.5,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","F",411,"Zonotrichia_leucophrys"
"216",442,"Zonotrichia leucophrys","442m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011-2012",2011,2012,"Breeding","N","null",3.5122,0.4544,0.20647936,31.69091,6,1.113048139,NA,NA,3,"Y",13.439,2.2894,5.24135236,41.72827,6,5.607862205,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",411,"Zonotrichia_leucophrys"
"217",443,"Zonotrichia leucophrys","443m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011",2011,2011,"Breeding","N","Incubation",4.41,1.2,1.44,76.964,8,3.39411255,NA,NA,3,"N",57.7,0.74,0.5476,3.627446,8,2.093036342,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",412,"Zonotrichia_leucophrys"
"218",444,"Zonotrichia leucophrys","444m","White-crowned sparrow","Toolik Lake Research Station, Alaska, USA","Zonotrichia leucophrys13",68.633,-149.633,"Reported",150,"2011",2011,2011,"Breeding","N","Young care",4.41,1.3,1.69,83.37767,8,3.676955262,NA,NA,3,"N",30.7,2.22,4.9284,20.45312,8,6.27910784,NA,NA,30,"Wingfield",0.11,0,0,1,27.3,1,2011,0.909,"Zonotrichia leucophrys","Wingfield",0.11,"AO","M",412,"Zonotrichia_leucophrys"
"219",55,"Amphispiza bilineata","55m","Black-throated sparrow","Gila National Forest, New Mexico, USA","Amphispiza bilineata1",33.35428,-108.06,"Reported",82,"1989",1989,1989,"Breeding","null","null",4.89,1.484133,2.202650762,91.05109,9,4.452399,1.1,14.6,2,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",1.63,0,0,1,13.5,10,1992,0.369,"Amphispiza bilineata","Wingfield",1.63,"AO","M",648,"Amphispiza_bilineata"
"220",56,"Amphispiza bilineata","56f","Black-throated sparrow","Gila National Forest, New Mexico, USA","Amphispiza bilineata1",33.35428,-108.06,"Reported",1991,"1989",1989,1989,"Nonbreeding","null","null",7.75,1.130265,1.27749897,29.16814,4,2.26053,5.8,10.8,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",1.63,0,1,0,13.5,10,1992,0.369,"Amphispiza bilineata","Wingfield",1.63,"H","F",648,"Amphispiza_bilineata"
"221",56,"Amphispiza bilineata","56m","Black-throated sparrow","Gila National Forest, New Mexico, USA","Amphispiza bilineata1",33.35428,-108.06,"Reported",1991,"1989",1989,1989,"Nonbreeding","null","null",7.125,2.376754,5.648959577,66.71589,4,4.753508,3.4,13.1,1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wingfield",1.63,0,1,0,13.5,10,1992,0.369,"Amphispiza bilineata","Wingfield",1.63,"H","M",648,"Amphispiza_bilineata"
"222",57,"Anas acuta","57f","Northern pintail","Rio Grande Valley, Socorro, New Mexico, USA","Anas acuta1",33.8,-106.88,"Reported",1470,"2008-2010",2008,2010,"Nonbreeding","null","null",3.46,1.14,1.2996,109.2761,11,3.780952261,0,10.9,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lovern",528,0,0,1,895.21,1000,2011,0.381,"Anas acuta","Lovern",528,"AO","F",306,"Anas_acuta"
"223",58,"Aphelocoma coerulescens","58f","Florida scrub-jay","Highlands County, Florida, USA","Aphelocoma coerulescens2",27.3667,-81.2184,"Reported",53,"1989",1989,1989,"Breeding","null","null",6.28,0.63,0.3969,68.0393,46,4.272867889,0.73,17.45,7.5,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,72.52,10,1992,0.026,"Aphelocoma coerulescens","Schoech",9,"AO","F",110,"Aphelocoma_coerulescens"
"224",58,"Aphelocoma coerulescens","58m","Florida scrub-jay","Highlands County, Florida, USA","Aphelocoma coerulescens2",27.3667,-81.2184,"Reported",53,"1989",1989,1989,"Breeding","null","null",6.04,0.44,0.1936,52.53121,52,3.172885122,0.98,15.4,7.5,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,1992,0.026,"Aphelocoma coerulescens","Schoech",9,"AO","M",110,"Aphelocoma_coerulescens"
"225",59,"Aphelocoma coerulescens","59m","Florida scrub-jay","Archbold Biological Station, south-central Florida, USA","Aphelocoma coerulescens1",27.166,-81.35,"Reported",38,"2004",2004,2004,"Breeding","null","null",4.62,0.51,0.2601,NA,NA,NA,NA,NA,3,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schoech",9,0,0,1,77.33,10,2006,0.513,"Aphelocoma coerulescens","Schoech",9,"AO","M",298,"Aphelocoma_coerulescens"
